"Year","NUTS2","NUTS0","GDP_MIO_EUR","TotPopNr","Area"
2011,"HU22","HU",11002.3661002366,994698,10626.4660458694
2011,"HU23","HU",6914.39019143902,940585,14348.2255814246
2012,"HU31","HU",7264.86156351792,1200831,13095.4726481548
2012,"HU32","HU",9861.56351791531,1498795,17458.4221620322
2012,"HU33","HU",8986.15635179153,1296278,18549.3514278636
2012,"HU22","HU",10121.1319218241,984399,10626.4660458694
2012,"HU10","HU",48934.2426710098,2940818,7238.17286584877
2012,"HU23","HU",6426.0993485342,931215,14348.2255814246
2012,"HU21","HU",9691.57166123779,1079589,11588.7872907828
2013,"HU32","HU",9696.75740592474,1491659,17458.4221620322
2013,"HU33","HU",9168.33466773419,1288654,18549.3514278636
2013,"HU31","HU",7436.94955964772,1189441,13095.4726481548
2013,"HU23","HU",6431.14491593275,925180,14348.2255814246
2013,"HU22","HU",10234.1873498799,985279,10626.4660458694
2013,"HU10","HU",49117.2938350681,2953883,7238.17286584877
2013,"HU21","HU",9881.90552441954,1074702,11588.7872907828
2014,"HU32","HU",10240.1440864519,1484375,17458.4221620322
2014,"HU23","HU",6534.92095257154,917492,14348.2255814246
2014,"HU33","HU",9694.81689013408,1279480,18549.3514278636
2014,"HU31","HU",7898.73924354613,1176894,13095.4726481548
2014,"HU10","HU",49655.7934760857,2965413,7238.17286584877
2014,"HU21","HU",10335.2011206724,1069190,11588.7872907828
2014,"HU22","HU",11278.7672603562,984521,10626.4660458694
2015,"HU23","HU",6592,909130,14348.2255814246
2015,"HU31","HU",8636,1164813,13095.4726481548
2015,"HU10","HU",51722,2983733,7238.17286584877
2015,"HU33","HU",10187,1271040,18549.3514278636
2015,"HU32","HU",10544,1479522,17458.4221620322
2015,"HU22","HU",11930,983925,10626.4660458694
2015,"HU21","HU",11112,1063408,11588.7872907828
2016,"HU22","HU",12425.0871080139,983933,10626.4660458694
2016,"HU21","HU",11578.8949726232,1060703,11588.7872907828
2016,"HU23","HU",6818.31757093081,900868,14348.2255814246
2016,"HU32","HU",10805.3758088601,1474383,17458.4221620322
2016,"HU10","HU",52448.9795918367,2993948,7238.17286584877
2016,"HU31","HU",8792.43404678945,1153714,13095.4726481548
2016,"HU33","HU",10353.4096565455,1262936,18549.3514278636
2010,"LU00","LU",43939.1951006124,502066,2681.13818728664
2011,"LU00","LU",45508.6979441223,511840,2681.13818728664
2012,"LU00","LU",45201.3525976022,524853,2681.13818728664
2013,"LU00","LU",46851.3853904282,537039,2681.13818728664
2014,"LU00","LU",50023.013808285,549680,2681.13818728664
2015,"LU00","LU",52102,562958,2681.13818728664
2016,"LU00","LU",52983.806477409,576249,2681.13818728664
2010,"NL11","NL",30983.1613253666,576668,2597.37920553984
2010,"NL13","NL",14151.0048886475,490981,2433.95390730528
2010,"NL31","NL",60752.8517110266,1220910,1753.1764403162
2010,"NL33","NL",148743.074416078,3505611,3498.34183452766
2010,"NL41","NL",101428.571428571,2444158,5003.75355870794
2010,"NL32","NL",135776.208582292,2669084,3070.25274329312
2010,"NL34","NL",12144.4866920152,381409,1027.12717092898
2010,"NL12","NL",18810.4291146116,646305,3353.1659728394
2010,"NL21","NL",38117.3275393808,1130345,3468.47159059538
2010,"NL23","NL",12541.010320478,387881,2338.15186682779
2010,"NL42","NL",37663.226507333,1122701,2196.1894338028
2010,"NL22","NL",68889.7338403042,1998936,5277.65792997631
2011,"NL41","NL",102162.849872774,2454215,5003.75355870794
2011,"NL42","NL",37761.8744698897,1122627,2196.1894338028
2011,"NL33","NL",144565.309584394,3528324,3498.34183452766
2011,"NL11","NL",31319.9745547074,579036,2597.37920553984
2011,"NL31","NL",59662.8498727735,1228794,1753.1764403162
2011,"NL12","NL",19189.9915182358,647282,3353.1659728394
2011,"NL32","NL",134136.980491942,2691477,3070.25274329312
2011,"NL34","NL",12137.4045801527,381530,1027.12717092898
2011,"NL22","NL",69674.5122985581,2004671,5277.65792997631
2011,"NL21","NL",38418.1509754029,1134465,3468.47159059538
2011,"NL13","NL",14095.6318914334,491411,2433.95390730528
2011,"NL23","NL",12386.556403732,391967,2338.15186682779
2012,"NL41","NL",99504.0725848026,2463686,5003.75355870794
2012,"NL33","NL",141927.002783792,3552407,3498.34183452766
2012,"NL42","NL",36226.4150943396,1123075,2196.1894338028
2012,"NL31","NL",58079.1834209712,1237117,1753.1764403162
2012,"NL22","NL",66635.7356428498,2010745,5277.65792997631
2012,"NL34","NL",11676.4614908753,381407,1027.12717092898
2012,"NL23","NL",12029.0751623879,395525,2338.15186682779
2012,"NL13","NL",13719.9711310444,490807,2433.95390730528
2012,"NL32","NL",131146.509949479,2709822,3070.25274329312
2012,"NL11","NL",32554.902567275,580875,2597.37920553984
2012,"NL12","NL",18611.1970306217,647214,3353.1659728394
2012,"NL21","NL",36476.9563872564,1137668,3468.47159059538
2013,"NL41","NL",97385.1412486177,2471011,5003.75355870794
2013,"NL33","NL",138566.40193023,3563935,3498.34183452766
2013,"NL22","NL",65366.4421433598,2015791,5277.65792997631
2013,"NL42","NL",35860.0583090379,1121891,2196.1894338028
2013,"NL31","NL",57513.8232632955,1245294,1753.1764403162
2013,"NL13","NL",13348.7483663416,489918,2433.95390730528
2013,"NL34","NL",11400.4222378607,381077,1027.12717092898
2013,"NL23","NL",11670.855534332,398441,2338.15186682779
2013,"NL11","NL",33499.5476022922,581705,2597.37920553984
2013,"NL32","NL",131670.855534332,2724300,3070.25274329312
2013,"NL21","NL",35893.234140947,1139350,3468.47159059538
2013,"NL12","NL",18137.126771891,646862,3353.1659728394
2014,"NL33","NL",139963.924240906,3577032,3498.34183452766
2014,"NL41","NL",99608.1771720613,2479274,5003.75355870794
2014,"NL42","NL",36233.0894879246,1120006,2196.1894338028
2014,"NL22","NL",66738.150115242,2019692,5277.65792997631
2014,"NL34","NL",11559.2744764004,380621,1027.12717092898
2014,"NL31","NL",58190.1994187794,1253672,1753.1764403162
2014,"NL13","NL",13642.6495640846,488988,2433.95390730528
2014,"NL32","NL",137226.174967432,2741369,3070.25274329312
2014,"NL23","NL",11960.1162441126,399893,2338.15186682779
2014,"NL11","NL",29254.4343120553,582728,2597.37920553984
2014,"NL21","NL",36630.924942379,1139697,3468.47159059538
2014,"NL12","NL",18316.4645756088,646317,3353.1659728394
2015,"NL31","NL",59530,1263572,1753.1764403162
2015,"NL34","NL",11931,380726,1027.12717092898
2015,"NL33","NL",145983,3600011,3498.34183452766
2015,"NL32","NL",143668,2761929,3070.25274329312
2015,"NL13","NL",13711,488576,2433.95390730528
2015,"NL22","NL",68249,2026578,5277.65792997631
2015,"NL41","NL",103810,2488751,5003.75355870794
2015,"NL23","NL",12405,401791,2338.15186682779
2015,"NL42","NL",37874,1117941,2196.1894338028
2015,"NL21","NL",37525,1140652,3468.47159059538
2015,"NL11","NL",26031,583942,2597.37920553984
2015,"NL12","NL",18293,646257,3353.1659728394
2016,"NL32","NL",148080.111876935,2784854,3070.25274329312
2016,"NL11","NL",24075.5169313755,583721,2597.37920553984
2016,"NL31","NL",61384.4770752173,1273613,1753.1764403162
2016,"NL33","NL",150509.439616422,3622303,3498.34183452766
2016,"NL41","NL",107769.453601039,2498749,5003.75355870794
2016,"NL13","NL",14103.4861652183,488629,2433.95390730528
2016,"NL22","NL",70711.2176605734,2035351,5277.65792997631
2016,"NL12","NL",18560.5833583059,646040,3353.1659728394
2016,"NL21","NL",39016.0823094596,1144280,3468.47159059538
2016,"NL23","NL",12944.7607631605,404068,2338.15186682779
2016,"NL34","NL",12228.5485965438,381252,1027.12717092898
2016,"NL42","NL",39285.7856358006,1116260,2196.1894338028
2010,"PL11","PL",23914.7788565264,2535866,18716.4893431624
2010,"PL21","PL",29596.548004315,3280603,15273.8088445923
2010,"PL33","PL",10039.9137001079,1272156,12152.7195660243
2010,"PL41","PL",36623.5167206041,3410721,30247.2718581943
2010,"PL52","PL",8473.57065803668,975283,9967.15654199442
2010,"PL62","PL",10679.6116504854,1428496,24426.4052892953
2010,"PL42","PL",14916.9363538296,1696985,23080.9133720021
2010,"PL12","PL",84766.9902912621,5217587,34970.0733597252
2010,"PL22","PL",50333.3333333333,4590630,11764.2746809603
2010,"PL34","PL",8905.07011866235,1176151,20291.5412272537
2010,"PL32","PL",15003.2362459547,2081154,18893.0463879231
2010,"PL61","PL",17631.067961165,2074489,17343.1493110051
2010,"PL63","PL",22081.9848975189,2234955,18049.4222838489
2010,"PL43","PL",8758.36030204962,1009605,14036.5589799669
2010,"PL31","PL",15243.7971952535,2161679,25169.4148544983
2010,"PL51","PL",33324.7033441208,2876509,20034.824764806
2011,"PL62","PL",10713.3956386293,1428620,24426.4052892953
2011,"PL63","PL",22428.8681204569,2245568,18049.4222838489
2011,"PL11","PL",24072.6895119418,2528674,18716.4893431624
2011,"PL34","PL",8988.57736240914,1175010,20291.5412272537
2011,"PL33","PL",9978.19314641744,1268145,12152.7195660243
2011,"PL12","PL",85748.701973001,5240483,34970.0733597252
2011,"PL52","PL",8504.67289719626,972986,9967.15654199442
2011,"PL43","PL",8695.74247144341,1010700,14036.5589799669
2011,"PL21","PL",30406.0228452752,3293551,15273.8088445923
2011,"PL61","PL",17561.7860851506,2075129,17343.1493110051
2011,"PL41","PL",37140.1869158879,3422705,30247.2718581943
2011,"PL22","PL",50971.9626168224,4585758,11764.2746809603
2011,"PL32","PL",15304.2575285566,2083487,18893.0463879231
2011,"PL31","PL",15500.5192107996,2156633,25169.4148544983
2011,"PL51","PL",34030.1142263759,2878103,20034.824764806
2011,"PL42","PL",14805.8151609553,1697166,23080.9133720021
2012,"PL52","PL",8276.55310621242,969541,9967.15654199442
2012,"PL62","PL",10510.0200400802,1427162,24426.4052892953
2012,"PL61","PL",17255.5110220441,2074398,17343.1493110051
2012,"PL63","PL",22635.2705410822,2253048,18049.4222838489
2012,"PL43","PL",8590.18036072144,1010421,14036.5589799669
2012,"PL41","PL",37056.1122244489,3430702,30247.2718581943
2012,"PL11","PL",23869.7394789579,2519448,18716.4893431624
2012,"PL51","PL",33505.0100200401,2876855,20034.824764806
2012,"PL33","PL",9657.31462925852,1263464,12152.7195660243
2012,"PL12","PL",85453.9078156313,5257680,34970.0733597252
2012,"PL22","PL",49627.254509018,4576485,11764.2746809603
2012,"PL21","PL",29946.8937875752,3303061,15273.8088445923
2012,"PL42","PL",14612.2244488978,1695822,23080.9133720021
2012,"PL31","PL",15395.7915831663,2149487,25169.4148544983
2012,"PL34","PL",8700.40080160321,1172366,20291.5412272537
2012,"PL32","PL",15063.126252505,2083852,18893.0463879231
2013,"PL52","PL",8259.44333996024,966167,9967.15654199442
2013,"PL43","PL",8662.02783300199,1010582,14036.5589799669
2013,"PL41","PL",37843.9363817097,3437751,30247.2718581943
2013,"PL63","PL",22505.9642147117,2259485,18049.4222838489
2013,"PL51","PL",33216.6998011928,2875180,20034.824764806
2013,"PL61","PL",17494.0357852883,2072655,17343.1493110051
2013,"PL33","PL",9441.35188866799,1259137,12152.7195660243
2013,"PL12","PL",86771.3717693837,5276119,34970.0733597252
2013,"PL62","PL",10555.6660039761,1425897,24426.4052892953
2013,"PL42","PL",14597.4155069583,1694560,23080.9133720021
2013,"PL21","PL",30339.9602385686,3310450,15273.8088445923
2013,"PL31","PL",15580.5168986083,2143278,25169.4148544983
2013,"PL11","PL",23940.3578528827,2510409,18716.4893431624
2013,"PL34","PL",8889.662027833,1169763,20291.5412272537
2013,"PL32","PL",15417.4950298211,2085063,18893.0463879231
2013,"PL22","PL",48863.8170974155,4566039,11764.2746809603
2014,"PL43","PL",9116.18669314796,1008564,14036.5589799669
2014,"PL41","PL",39502.4826216485,3441440,30247.2718581943
2014,"PL51","PL",34538.2323733863,2869579,20034.824764806
2014,"PL33","PL",9798.41112214498,1253041,12152.7195660243
2014,"PL61","PL",18047.6663356504,2068417,17343.1493110051
2014,"PL52","PL",8635.55114200596,960226,9967.15654199442
2014,"PL62","PL",10962.2641509434,1421264,24426.4052892953
2014,"PL42","PL",15269.1161866931,1691400,23080.9133720021
2014,"PL31","PL",15928.5004965243,2134413,25169.4148544983
2014,"PL63","PL",23217.4776564052,2264817,18049.4222838489
2014,"PL34","PL",9162.85998013903,1165447,20291.5412272537
2014,"PL32","PL",15983.1181727905,2083546,18893.0463879231
2014,"PL11","PL",24916.5839126117,2498861,18716.4893431624
2014,"PL21","PL",31802.3833167825,3316097,15273.8088445923
2014,"PL12","PL",90580.9334657398,5292567,34970.0733597252
2014,"PL22","PL",50684.2105263158,4548177,11764.2746809603
2015,"PL33","PL",10190,1247951,12152.7195660243
2015,"PL31","PL",16430,2126310,25169.4148544983
2015,"PL51","PL",36248,2868338,20034.824764806
2015,"PL43","PL",9515,1007442,14036.5589799669
2015,"PL52","PL",9028,956913,9967.15654199442
2015,"PL34","PL",9465,1162369,20291.5412272537
2015,"PL21","PL",33964,3324579,15273.8088445923
2015,"PL61","PL",19055,2065846,17343.1493110051
2015,"PL32","PL",16868,2084264,18893.0463879231
2015,"PL22","PL",53250,4535705,11764.2746809603
2015,"PL62","PL",11437,1418541,24426.4052892953
2015,"PL42","PL",16208,1688486,23080.9133720021
2015,"PL41","PL",42169,3447689,30247.2718581943
2015,"PL63","PL",24762,2271559,18049.4222838489
2015,"PL11","PL",26136,2489844,18716.4893431624
2015,"PL12","PL",95328,5309778,34970.0733597252
2016,"PL31","PL",16356.7134268537,2118528,25169.4148544983
2016,"PL51","PL",35752.50501002,2864624,20034.824764806
2016,"PL32","PL",16660.3206412826,2083496,18893.0463879231
2016,"PL11","PL",25808.6172344689,2479350,18716.4893431624
2016,"PL21","PL",34037.0741482966,3330031,15273.8088445923
2016,"PL43","PL",9488.97795591182,1005159,14036.5589799669
2016,"PL41","PL",42176.3527054108,3450966,30247.2718581943
2016,"PL52","PL",8821.64328657315,952557,9967.15654199442
2016,"PL62","PL",11384.7695390782,1414734,24426.4052892953
2016,"PL33","PL",9988.97795591182,1241895,12152.7195660243
2016,"PL12","PL",94715.4308617234,5323267,34970.0733597252
2016,"PL22","PL",52590.1803607214,4520567,11764.2746809603
2016,"PL34","PL",9357.71543086172,1158945,20291.5412272537
2016,"PL42","PL",15909.8196392786,1684025,23080.9133720021
2016,"PL61","PL",18928.8577154309,2062006,17343.1493110051
2016,"PL63","PL",24856.7134268537,2277059,18049.4222838489
2010,"SI03","SI",16927.3385893885,1099674,12017.4421943717
2010,"SI04","SI",21696.1431919881,947302,7714.61044300381
2011,"SI03","SI",16999.2693873291,1098506,12017.4421943717
2011,"SI04","SI",21510.2807640121,951683,7714.61044300381
2012,"SI03","SI",16142.1319796954,1099196,12017.4421943717
2012,"SI04","SI",20483.2487309645,956300,7714.61044300381
2013,"SI04","SI",20151.3944223108,961623,7714.61044300381
2013,"SI03","SI",15943.2270916335,1097198,12017.4421943717
2014,"SI03","SI",16468.1948992756,1094709,12017.4421943717
2014,"SI04","SI",20859.3827528034,966376,7714.61044300381
2015,"SI03","SI",17077,1093545,12017.4421943717
2015,"SI04","SI",21760,969329,7714.61044300381
2016,"SI03","SI",17679.5192789184,1092193,12017.4421943717
2016,"SI04","SI",22799.1987981973,971995,7714.61044300381
2010,"SK01","SK",20712.1823535827,597999,2011.19777241076
2010,"SK03","SK",14737.7031301123,1350286,16025.4157034979
2010,"SK02","SK",23547.8241902061,1842763,15131.8036661422
2010,"SK04","SK",14703.893554368,1599362,15603.9725692889
2011,"SK03","SK",14499.6332390234,1349286,16025.4157034979
2011,"SK04","SK",14952.3210730378,1604443,15603.9725692889
2011,"SK01","SK",20535.4710258828,599931,2011.19777241076
2011,"SK02","SK",24021.796080897,1838786,15131.8036661422
2012,"SK03","SK",14431.3131313131,1349729,16025.4157034979
2012,"SK04","SK",15002.0202020202,1608797,15603.9725692889
2012,"SK01","SK",20070.7070707071,606537,2011.19777241076
2012,"SK02","SK",23934.3434343434,1839259,15131.8036661422
2013,"SK03","SK",14517.6704828273,1348611,16025.4157034979
2013,"SK01","SK",20711.7969138875,612682,2011.19777241076
2013,"SK04","SK",15006.4708810353,1611407,15603.9725692889
2013,"SK02","SK",23601.7919362867,1838136,15131.8036661422
2014,"SK03","SK",14897.8574987544,1347233,16025.4157034979
2014,"SK04","SK",15564.524165421,1613672,15603.9725692889
2014,"SK01","SK",21039.3622321873,618380,2011.19777241076
2014,"SK02","SK",24319.8804185351,1836664,15131.8036661422
2015,"SK03","SK",15645,1345808,16025.4157034979
2015,"SK04","SK",16445,1615542,15603.9725692889
2015,"SK01","SK",22248,625167,2011.19777241076
2015,"SK02","SK",24558,1834832,15131.8036661422
2016,"SK01","SK",22929.0594855305,633288,2011.19777241076
2016,"SK03","SK",16099.2765273312,1343458,16025.4157034979
2016,"SK02","SK",25611.9372990354,1832159,15131.8036661422
2016,"SK04","SK",16904.1398713826,1617347,15603.9725692889
